241.83 241.92 242.01 242.10 242.19 242.28 242.37 242.46 242.55 242.64 242.73 242.82 242.91 243.00 243.09 243.18 243.27 243.36 243.45 243.54 243.63 243.72 243.81 243.90 243.99 244.08 244.17 244.26 244.35 244.44 244.53 244.62
32.38 32.45 32.52 32.59 32.66 32.73 32.80 32.87 32.94 33.01 33.08 33.15 33.22 33.29 33.36 33.43 33.50 33.57 33.64 33.71 33.78 33.85 33.92 33.99 34.06 34.13 34.20 34.27 34.34 34.41 34.48 34.55
-2.00 -1.00 0.00 1.00 2.00 3.00 4.00 5.00 6.00 7.00 8.00 9.00 10.00 11.00 12.00 13.00 14.00 15.00 16.00 17.00 18.00 19.00 20.00
